center_2022_10_04_01_28_41_237.jpg,left_2022_10_04_01_28_41_237.jpg,right_2022_10_04_01_28_41_237.jpg,0,0,0,1.135818
center_2022_10_04_01_28_41_301.jpg,left_2022_10_04_01_28_41_301.jpg,right_2022_10_04_01_28_41_301.jpg,0,0,0,1.126699
center_2022_10_04_01_28_41_374.jpg,left_2022_10_04_01_28_41_374.jpg,right_2022_10_04_01_28_41_374.jpg,0,0,0,1.117653
center_2022_10_04_01_28_41_447.jpg,left_2022_10_04_01_28_41_447.jpg,right_2022_10_04_01_28_41_447.jpg,0,0,0,1.110916
center_2022_10_04_01_28_41_520.jpg,left_2022_10_04_01_28_41_520.jpg,right_2022_10_04_01_28_41_520.jpg,0,0,0,1.101996
center_2022_10_04_01_28_41_592.jpg,left_2022_10_04_01_28_41_592.jpg,right_2022_10_04_01_28_41_592.jpg,0,0,0,1.093148
center_2022_10_04_01_28_41_665.jpg,left_2022_10_04_01_28_41_665.jpg,right_2022_10_04_01_28_41_665.jpg,0,0,0,1.086559
center_2022_10_04_01_28_41_738.jpg,left_2022_10_04_01_28_41_738.jpg,right_2022_10_04_01_28_41_738.jpg,-0.15,0,0,1.076867
center_2022_10_04_01_28_41_810.jpg,left_2022_10_04_01_28_41_810.jpg,right_2022_10_04_01_28_41_810.jpg,-0.3,0,0,1.068066
center_2022_10_04_01_28_41_883.jpg,left_2022_10_04_01_28_41_883.jpg,right_2022_10_04_01_28_41_883.jpg,-0.5000001,0,0,1.054534
center_2022_10_04_01_28_41_956.jpg,left_2022_10_04_01_28_41_956.jpg,right_2022_10_04_01_28_41_956.jpg,-0.7,0,0,1.038425
center_2022_10_04_01_28_42_028.jpg,left_2022_10_04_01_28_42_028.jpg,right_2022_10_04_01_28_42_028.jpg,-0.8500001,0,0,1.023937
center_2022_10_04_01_28_42_101.jpg,left_2022_10_04_01_28_42_101.jpg,right_2022_10_04_01_28_42_101.jpg,-1,0,0,1.001829
center_2022_10_04_01_28_42_185.jpg,left_2022_10_04_01_28_42_185.jpg,right_2022_10_04_01_28_42_185.jpg,-1,0.1094577,0,1.004997
center_2022_10_04_01_28_42_247.jpg,left_2022_10_04_01_28_42_247.jpg,right_2022_10_04_01_28_42_247.jpg,-1,0.2911105,0,1.186328
center_2022_10_04_01_28_42_330.jpg,left_2022_10_04_01_28_42_330.jpg,right_2022_10_04_01_28_42_330.jpg,-1,0.5463839,0,1.565516
center_2022_10_04_01_28_42_392.jpg,left_2022_10_04_01_28_42_392.jpg,right_2022_10_04_01_28_42_392.jpg,-1,0.7639318,0,2.187145
center_2022_10_04_01_28_42_465.jpg,left_2022_10_04_01_28_42_465.jpg,right_2022_10_04_01_28_42_465.jpg,-1,0.9456089,0,2.80622
center_2022_10_04_01_28_42_544.jpg,left_2022_10_04_01_28_42_544.jpg,right_2022_10_04_01_28_42_544.jpg,-1,1,0,3.704995
center_2022_10_04_01_28_42_617.jpg,left_2022_10_04_01_28_42_617.jpg,right_2022_10_04_01_28_42_617.jpg,-1,1,0,4.603137
center_2022_10_04_01_28_42_689.jpg,left_2022_10_04_01_28_42_689.jpg,right_2022_10_04_01_28_42_689.jpg,0,1,0,5.225855
center_2022_10_04_01_28_42_762.jpg,left_2022_10_04_01_28_42_762.jpg,right_2022_10_04_01_28_42_762.jpg,0,1,0,6.068608
center_2022_10_04_01_28_42_835.jpg,left_2022_10_04_01_28_42_835.jpg,right_2022_10_04_01_28_42_835.jpg,0,1,0,6.983584
center_2022_10_04_01_28_42_907.jpg,left_2022_10_04_01_28_42_907.jpg,right_2022_10_04_01_28_42_907.jpg,0,1,0,7.666907
center_2022_10_04_01_28_42_980.jpg,left_2022_10_04_01_28_42_980.jpg,right_2022_10_04_01_28_42_980.jpg,0,1,0,8.571928
center_2022_10_04_01_28_43_053.jpg,left_2022_10_04_01_28_43_053.jpg,right_2022_10_04_01_28_43_053.jpg,-0.2,1,0,9.459511
center_2022_10_04_01_28_43_125.jpg,left_2022_10_04_01_28_43_125.jpg,right_2022_10_04_01_28_43_125.jpg,-0.35,1,0,10.10223
center_2022_10_04_01_28_43_199.jpg,left_2022_10_04_01_28_43_199.jpg,right_2022_10_04_01_28_43_199.jpg,-0.5500001,1,0,10.92587
center_2022_10_04_01_28_43_271.jpg,left_2022_10_04_01_28_43_271.jpg,right_2022_10_04_01_28_43_271.jpg,0,1,0,11.56071
center_2022_10_04_01_28_43_344.jpg,left_2022_10_04_01_28_43_344.jpg,right_2022_10_04_01_28_43_344.jpg,0,1,0,12.48771
center_2022_10_04_01_28_43_417.jpg,left_2022_10_04_01_28_43_417.jpg,right_2022_10_04_01_28_43_417.jpg,0,1,0,13.23392
center_2022_10_04_01_28_43_489.jpg,left_2022_10_04_01_28_43_489.jpg,right_2022_10_04_01_28_43_489.jpg,0,1,0,13.76449
center_2022_10_04_01_28_43_562.jpg,left_2022_10_04_01_28_43_562.jpg,right_2022_10_04_01_28_43_562.jpg,-0.1,1,0,14.65503
center_2022_10_04_01_28_43_635.jpg,left_2022_10_04_01_28_43_635.jpg,right_2022_10_04_01_28_43_635.jpg,-0.3,1,0,15.50723
center_2022_10_04_01_28_43_707.jpg,left_2022_10_04_01_28_43_707.jpg,right_2022_10_04_01_28_43_707.jpg,-0.45,1,0,16.13296
center_2022_10_04_01_28_43_780.jpg,left_2022_10_04_01_28_43_780.jpg,right_2022_10_04_01_28_43_780.jpg,-0.6500001,1,0,16.84549
center_2022_10_04_01_28_43_853.jpg,left_2022_10_04_01_28_43_853.jpg,right_2022_10_04_01_28_43_853.jpg,0,1,0,17.55925
